OBJECTID,CODI_ENS,NOM_ENS,CODICARRER,CARRER,NUMINICIAL,SUFIXINICIAL,NUMFINAL,SUFIXFINAL,NUMERO,X,Y,LAT,LON,EXTRACCIO,CODITRAM
156,08200,SANT BOI DE LLOBREGAT,2350,C RUTLLA,9, ,0, ,9,419747.7862,4577622.4781,41.34610051,2.04074027,2022/08/01 05:45:13+00,1846
157,08200,SANT BOI DE LLOBREGAT,1120,C LLUÍS PASCUAL ROCA,26, ,0, ,26,419457.3217,4577456.4761,41.34457644,2.03729083,2022/08/01 05:45:13+00,1038
158,08200,SANT BOI DE LLOBREGAT,0530,C CRISTÒFOR COLOM,14, ,0, ,14,420103.1293,4576522.7419,41.33623112,2.04513185,2022/08/01 05:45:13+00,1205
159,08200,SANT BOI DE LLOBREGAT,2240,C MOSSÈN ANTONI SOLANAS,89, ,0, ,89,419878.8652,4576572.1999,41.33665429,2.04244544,2022/08/01 05:45:13+00,858
160,08200,SANT BOI DE LLOBREGAT,3380,C MONTSEC,6, ,0, ,6,418050.3313,4577302.7393,41.34304994,2.02049646,2022/08/01 05:45:13+00,435
161,08200,SANT BOI DE LLOBREGAT,0660,C ENRIC GRANADOS,33, ,0, ,33,420042.0581,4576583.2485,41.33677001,2.0443941,2022/08/01 05:45:13+00,764
162,08200,SANT BOI DE LLOBREGAT,1010,C RAPA,26, ,0, ,26,419827.0142,4577549.3649,41.34544991,2.04169682,2022/08/01 05:45:13+00,2074
163,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,105, ,0, ,105,418925.2639,4576468.7313,41.33562703,2.031064,2022/08/01 05:45:13+00,1986
164,08200,SANT BOI DE LLOBREGAT,2400,C SANT JOAN BOSCO,42, ,0, ,42,420144.6942,4576952.0563,41.34010184,2.04557208,2022/08/01 05:45:13+00,916
165,08200,SANT BOI DE LLOBREGAT,3300,C ORDAL,10, ,0, ,10,417745.4292,4577280.8673,41.34282188,2.0168556,2022/08/01 05:45:13+00,1451
166,08200,SANT BOI DE LLOBREGAT,0830,C JAUME BALMES,31, ,0, ,31,419906.7331,4576668.7355,41.3375265,2.04276572,2022/08/01 05:45:13+00,861
167,08200,SANT BOI DE LLOBREGAT,0932,C JORDI RUBIÓ I BALAGUER,8, ,0, ,8,418785.3522,4577625.8596,41.34603452,2.02923736,2022/08/01 05:45:13+00,418
168,08200,SANT BOI DE LLOBREGAT,3671,PG PALLEROLS,2, ,6, ,2-6,418792.3313,4577314.1566,41.3432279,2.02936246,2022/08/01 05:45:13+00,679
169,08200,SANT BOI DE LLOBREGAT,1420,C MORERES,15, ,17, ,15-17,418453.0225,4578335.7856,41.35239481,2.02517018,2022/08/01 05:45:13+00,1575
170,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,168, ,0, ,168,419973.1607,4576735.3857,41.33813339,2.04355075,2022/08/01 05:45:13+00,125
171,08200,SANT BOI DE LLOBREGAT,0700,C EUSEBI GÜELL,21, ,0, ,21,419229.6584,4577801.3038,41.34765931,2.03452411,2022/08/01 05:45:13+00,695
172,08200,SANT BOI DE LLOBREGAT,2220,C BENVIURE,14, ,0, ,14,418650.9907,4577480.6498,41.34471314,2.02765101,2022/08/01 05:45:13+00,1759
173,08200,SANT BOI DE LLOBREGAT,3390,C MONTNEGRE,10, ,0, ,10,418112.0815,4577315.2388,41.34316879,2.02123274,2022/08/01 05:45:13+00,1474
174,08200,SANT BOI DE LLOBREGAT,2560,C VERMELL,42, ,0, ,42,419712.6104,4577734.6867,41.34710761,2.04030503,2022/08/01 05:45:13+00,154
175,08200,SANT BOI DE LLOBREGAT,0550,C DÍDAC PRIU,69, ,0, ,69,419919.8667,4576728.307,41.33806434,2.04291482,2022/08/01 05:45:13+00,1734
176,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,163,I,0, ,163I,419447.2194,4576628.8594,41.33712156,2.03727988,2022/08/01 05:45:13+00,871
177,08200,SANT BOI DE LLOBREGAT,2340,C JOAQUIM RUBIÓ I ORS,28, ,0, ,28,418753.6606,4577952.2921,41.3489713,2.02881491,2022/08/01 05:45:13+00,158
178,08200,SANT BOI DE LLOBREGAT,1900,PL GENERALITAT,27, ,0, ,27,418987.1527,4577847.6693,41.34805254,2.03161956,2022/08/01 05:45:13+00,1856
179,08200,SANT BOI DE LLOBREGAT,4010,C JOAN VANDELLÒS I JARDÍ,1, ,3, ,1-3,419041.9682,4578254.5776,41.35172283,2.03222043,2022/08/01 05:45:13+00,854
180,08200,SANT BOI DE LLOBREGAT,1000,C PLANA,34, ,0, ,34,419596.0499,4577428.9479,41.34434237,2.03895244,2022/08/01 05:45:13+00,1711
181,08200,SANT BOI DE LLOBREGAT,6395,C PERE CALDERS,9, ,0, ,9,418259.2483,4578638.4691,41.35510125,2.02281331,2022/08/01 05:45:13+00,441
182,08200,SANT BOI DE LLOBREGAT,0990,C PAU,2, ,0, ,2,419963.8602,4577711.8685,41.3469271,2.04331089,2022/08/01 05:45:13+00,1646
183,08200,SANT BOI DE LLOBREGAT,1670,PG EMPORDÀ,3, ,0, ,3,419509.2523,4577803.3724,41.34770593,2.03786546,2022/08/01 05:45:13+00,1065
184,08200,SANT BOI DE LLOBREGAT,6200,C BATAN,2, ,8, ,2-8,419527.3966,4574958.0426,41.32208144,2.03845928,2022/08/01 05:45:13+00,1446
185,08200,SANT BOI DE LLOBREGAT,1555,C TARONGERS,14, ,0, ,14,418192.1842,4578466.24,41.35354328,2.02203491,2022/08/01 05:45:13+00,2065
186,08200,SANT BOI DE LLOBREGAT,1400,C FREIXES,27, ,0, ,27,418224.9635,4578212.2394,41.35125898,2.02246094,2022/08/01 05:45:13+00,333
187,08200,SANT BOI DE LLOBREGAT,1060,C SALINES,15, ,21, ,15-21,420440.9073,4576203.1975,41.33338657,2.04921004,2022/08/01 05:45:13+00,1071
188,08200,SANT BOI DE LLOBREGAT,0160,AV ONZE DE SETEMBRE,36, ,0, ,36,419800.3394,4576939.8691,41.33995787,2.04145853,2022/08/01 05:45:13+00,353
189,08200,SANT BOI DE LLOBREGAT,1290,C MONTMANY,32, ,0, ,32,419137.6429,4577867.5158,41.34824641,2.03341554,2022/08/01 05:45:13+00,1381
190,08200,SANT BOI DE LLOBREGAT,1810,C PABLO PICASSO,27, ,0, ,27,419150.7591,4578246.1271,41.35165765,2.03352187,2022/08/01 05:45:13+00,116
191,08200,SANT BOI DE LLOBREGAT,2300,AV MARINA,32, ,0, ,32,420081.5302,4575732.4214,41.32911098,2.04497772,2022/08/01 05:45:13+00,101
192,08200,SANT BOI DE LLOBREGAT,0550,C DÍDAC PRIU,75, ,0, ,75,419902.7197,4576714.1856,41.33793545,2.04271177,2022/08/01 05:45:13+00,1734
193,08200,SANT BOI DE LLOBREGAT,1650,C PARE PERE PIERA I ESTADELLA,4, ,0, ,4,419596.9089,4577335.843,41.34350391,2.03897503,2022/08/01 05:45:13+00,1502
194,08200,SANT BOI DE LLOBREGAT,1290,C MONTMANY,4, ,4, ,4-4,419158.2376,4577748.21,41.34717396,2.03367758,2022/08/01 05:45:13+00,1158
195,08200,SANT BOI DE LLOBREGAT,0780,C GENERAL O'DONNELL,58, ,0, ,58,419680.6317,4577686.1472,41.34666725,2.03992926,2022/08/01 05:45:13+00,1819
196,08200,SANT BOI DE LLOBREGAT,1290,C MONTMANY,48, ,50, ,48-50,419123.2371,4577950.1672,41.34898936,2.03323235,2022/08/01 05:45:13+00,753
197,08200,SANT BOI DE LLOBREGAT,2600,C VÍDUA DE VIVES,25, ,0, ,25,419959.7179,4577196.8213,41.34228795,2.04332928,2022/08/01 05:45:13+00,1627
198,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,137, ,0, ,137,418756.5679,4577534.1117,41.3452053,2.02890563,2022/08/01 05:45:13+00,1302
199,08200,SANT BOI DE LLOBREGAT,5030,PL BÒBILA,8, ,0, ,8,418691.1858,4577573.2555,41.34555124,2.02811899,2022/08/01 05:45:13+00,918
200,08200,SANT BOI DE LLOBREGAT,3300,C ORDAL,1, ,0, ,1,417804.8836,4577296.7414,41.34297091,2.01756397,2022/08/01 05:45:13+00,32
201,08200,SANT BOI DE LLOBREGAT,1150,C MALLORCA,8, ,0, ,8,420074.4713,4577273.4944,41.34298989,2.04469058,2022/08/01 05:45:13+00,922
202,08200,SANT BOI DE LLOBREGAT,2340,C JOAQUIM RUBIÓ I ORS,49, ,0, ,49,418733.4565,4577998.8656,41.34938872,2.0285672,2022/08/01 05:45:13+00,1003
203,08200,SANT BOI DE LLOBREGAT,6350,PL GAIETÀ MESTRES I PARÉS,1,I,0, ,1I,419743.5578,4577606.4021,41.34595531,2.04069186,2022/08/01 05:45:13+00,832
204,08200,SANT BOI DE LLOBREGAT,6090,C ALGUER,14, ,0, ,14,420501.3503,4576836.773,41.33909881,2.04984935,2022/08/01 05:45:13+00,99
205,08200,SANT BOI DE LLOBREGAT,0820,C ISAAC ALBÉNIZ,8, ,0, ,8,419775.7581,4576633.3912,41.33719515,2.04120526,2022/08/01 05:45:13+00,1464
206,08200,SANT BOI DE LLOBREGAT,0280,C BLAI NET,71, ,0, ,71,420002.9398,4576507.8194,41.33608678,2.04393658,2022/08/01 05:45:13+00,1584
207,08200,SANT BOI DE LLOBREGAT,3810,CM ILLES FORMIGUES,4, ,0, ,4,418100.3691,4576962.8097,41.33999349,2.0211403,2022/08/01 05:45:13+00,1731
208,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,167, ,0, ,167,419097.0628,4576704.4381,41.33776717,2.03308551,2022/08/01 05:45:13+00,1477
209,08200,SANT BOI DE LLOBREGAT,1430,C EUCALIPTUS,7, ,0, ,7,418382.4328,4578255.7382,41.35166672,2.02433722,2022/08/01 05:45:13+00,1023
210,08200,SANT BOI DE LLOBREGAT,1120,C LLUÍS PASCUAL ROCA,43, ,0, ,43,419505.4442,4577411.8301,41.34417915,2.03787186,2022/08/01 05:45:13+00,1546
211,08200,SANT BOI DE LLOBREGAT,6394,C MARGARITA XIRGU,36, ,0, ,36,418207.6336,4578676.1969,41.3554358,2.02219128,2022/08/01 05:45:13+00,1790
212,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,84, ,0, ,84,419666.6091,4577116.4478,41.3415349,2.03983704,2022/08/01 05:45:13+00,1929
213,08200,SANT BOI DE LLOBREGAT,2190,C SANTIAGO RAMÓN Y CAJAL,3, ,0, ,3,419348.7095,4577454.2296,41.34454534,2.03599308,2022/08/01 05:45:13+00,328
214,08200,SANT BOI DE LLOBREGAT,3350,CM ANETO,3, ,0, ,3,417796.3037,4577044.0689,41.34069437,2.01749564,2022/08/01 05:45:13+00,1606
215,08200,SANT BOI DE LLOBREGAT,1520,C SALZES,22, ,24, ,22-24,418072.2818,4578012.4055,41.34944369,2.02066301,2022/08/01 05:45:13+00,1315
216,08200,SANT BOI DE LLOBREGAT,2600,C VÍDUA DE VIVES,15, ,0, ,15,419911.0767,4577256.9621,41.34282477,2.04274005,2022/08/01 05:45:13+00,365
217,08200,SANT BOI DE LLOBREGAT,2400,C SANT JOAN BOSCO,38,I,0, ,38I,420126.7734,4576945.9768,41.34004531,2.04535872,2022/08/01 05:45:13+00,916
218,08200,SANT BOI DE LLOBREGAT,0310,C BONAVISTA,1, ,0, ,1,419546.5401,4577371.9321,41.34382392,2.03836829,2022/08/01 05:45:13+00,130
219,08200,SANT BOI DE LLOBREGAT,2430,C SARAGOSSA,4, ,0, ,4,420494.2178,4576927.8213,41.33991813,2.0497522,2022/08/01 05:45:13+00,273
220,08200,SANT BOI DE LLOBREGAT,0020,AV TORRE DE LA VILA,49, ,0, ,49,419161.1575,4576162.3302,41.33289115,2.03392359,2022/08/01 05:45:13+00,1044
221,08200,SANT BOI DE LLOBREGAT,0750,C FRANCESC MACIÀ,64, ,0, ,64,419935.3913,4576945.326,41.34002045,2.04307172,2022/08/01 05:45:13+00,1633
222,08200,SANT BOI DE LLOBREGAT,0370,C CANONGE JAUME COLLELL,2, ,4, ,2-4,419696.7285,4577450.9743,41.34455079,2.04015275,2022/08/01 05:45:13+00,1482
223,08200,SANT BOI DE LLOBREGAT,0600,C DOCTOR ANTONI PUJADAS,18, ,0, ,18,419602.7182,4577961.894,41.34914297,2.03896155,2022/08/01 05:45:13+00,1019
224,08200,SANT BOI DE LLOBREGAT,0090,C ANSELM CLAVÉ,33, ,0, ,33,419441.7745,4577494.5884,41.34491814,2.03709996,2022/08/01 05:45:13+00,1312
225,08200,SANT BOI DE LLOBREGAT,0610,C EBRE,7, ,0, ,7,419591.4169,4577715.7569,41.34692503,2.03885908,2022/08/01 05:45:13+00,2005
226,08200,SANT BOI DE LLOBREGAT,6394,C MARGARITA XIRGU,41, ,0, ,41,418199.4523,4578661.2402,41.35530026,2.0220955,2022/08/01 05:45:13+00,1790
227,08200,SANT BOI DE LLOBREGAT,1840,PL CAP DE LA VILA,11, ,12, ,11-12,419614.3821,4577667.038,41.34648854,2.03914,2022/08/01 05:45:13+00,1104
228,08200,SANT BOI DE LLOBREGAT,3770,C SEGRE,14, ,0, ,14,418574.047,4576930.8077,41.33975327,2.02680518,2022/08/01 05:45:13+00,1552
229,08200,SANT BOI DE LLOBREGAT,1780,C PAU CLARIS,87, ,0, ,87,419725.9317,4576870.0751,41.33932187,2.04057855,2022/08/01 05:45:13+00,1895
230,08200,SANT BOI DE LLOBREGAT,0710,C EXTREMADURA,13, ,0, ,13,419415.6551,4575947.1521,41.33097865,2.03699313,2022/08/01 05:45:13+00,85
231,08200,SANT BOI DE LLOBREGAT,6290,C JOAN BATISTA MILÀ I REBULL,1, ,0, ,1,419674.9576,4577969.2474,41.34921641,2.03982398,2022/08/01 05:45:13+00,1947
232,08200,SANT BOI DE LLOBREGAT,1820,C MARIÀ FORTUNY,60, ,0, ,60,419578.6491,4577100.6101,41.34138348,2.03878797,2022/08/01 05:45:13+00,1966
233,08200,SANT BOI DE LLOBREGAT,2300,AV MARINA,88, ,0, ,88,419359.0047,4574996.9168,41.32241474,2.03644233,2022/08/01 05:45:13+00,1525
234,08200,SANT BOI DE LLOBREGAT,2600,C VÍDUA DE VIVES,4, ,0, ,4,419882.3241,4577271.9136,41.34295657,2.04239446,2022/08/01 05:45:13+00,365
235,08200,SANT BOI DE LLOBREGAT,3270,C CAN PAULET,2,I,0, ,2I,418234.8709,4577657.7868,41.34626638,2.02265405,2022/08/01 05:45:13+00,761
236,08200,SANT BOI DE LLOBREGAT,2590,C VILADECANS,9, ,0, ,9,419818.2453,4576148.9818,41.33283657,2.04177692,2022/08/01 05:45:13+00,1360
237,08200,SANT BOI DE LLOBREGAT,3620,C VALIRA,6, ,8, ,6-8,418618.5508,4577293.7349,41.34302644,2.02728837,2022/08/01 05:45:13+00,1880
238,08200,SANT BOI DE LLOBREGAT,1820,C MARIÀ FORTUNY,54, ,0, ,54,419594.8939,4577114.0429,41.34150608,2.03898032,2022/08/01 05:45:13+00,1966
239,08200,SANT BOI DE LLOBREGAT,0760,C FREDERIC MISTRAL,12, ,14, ,12-14,419927.3699,4577472.5306,41.34476789,2.04290634,2022/08/01 05:45:13+00,1266
240,08200,SANT BOI DE LLOBREGAT,5060,C FEIXARS,8, ,0, ,8,420741.4228,4575811.0694,41.32988448,2.05285211,2022/08/01 05:45:13+00,867
241,08200,SANT BOI DE LLOBREGAT,2160,C PROVIDÈNCIA,34, ,0, ,34,418835.2728,4577976.4965,41.34919752,2.0297871,2022/08/01 05:45:13+00,1421
242,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,4, ,0, ,4,419389.8346,4577463.7293,41.34463502,2.03648331,2022/08/01 05:45:13+00,794
243,08200,SANT BOI DE LLOBREGAT,1150,C MALLORCA,31, ,0, ,31,419930.4952,4577139.9365,41.34177271,2.04298755,2022/08/01 05:45:13+00,446
244,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,86, ,0, ,86,419081.6912,4576470.6741,41.33566025,2.03293297,2022/08/01 05:45:13+00,673
245,08200,SANT BOI DE LLOBREGAT,2340,C JOAQUIM RUBIÓ I ORS,62,A,0, ,62A,418700.6208,4578265.5529,41.3517873,2.02813902,2022/08/01 05:45:13+00,1597
246,08200,SANT BOI DE LLOBREGAT,0290,C BONAVENTURA ARIBAU,1, ,0, ,1,420151.3047,4577059.3427,41.34106876,2.04563697,2022/08/01 05:45:13+00,294
247,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,50, ,0, ,50,418940.7081,4577851.5415,41.34808275,2.03106395,2022/08/01 05:45:13+00,179
248,08200,SANT BOI DE LLOBREGAT,0960,C JOVENTUT,29, ,0, ,29,419297.7817,4576076.1972,41.33212909,2.03556756,2022/08/01 05:45:13+00,1199
249,08200,SANT BOI DE LLOBREGAT,1080,C LLEVANT,19, ,0, ,19,420251.1192,4577603.0346,41.34597538,2.0467584,2022/08/01 05:45:13+00,444
250,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,96, ,0, ,96,419261.0529,4577726.2982,41.34698693,2.0349093,2022/08/01 05:45:13+00,162
251,08200,SANT BOI DE LLOBREGAT,0700,C EUSEBI GÜELL,115,A,0, ,115A,418454.5844,4577665.7018,41.34635994,2.02527887,2022/08/01 05:45:13+00,1616
252,08200,SANT BOI DE LLOBREGAT,1810,C PABLO PICASSO,15, ,0, ,15,419302.953,4578068.0842,41.35006939,2.03536464,2022/08/01 05:45:13+00,725
253,08200,SANT BOI DE LLOBREGAT,2240,C MOSSÈN ANTONI SOLANAS,74, ,0, ,74,419908.972,4576617.19,41.33706249,2.04279928,2022/08/01 05:45:13+00,1535
254,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,14, ,0, ,14,419230.468,4577900.8969,41.34855637,2.03452053,2022/08/01 05:45:13+00,23
255,08200,SANT BOI DE LLOBREGAT,2350,C RUTLLA,23, ,0, ,23,419718.4895,4577631.0946,41.3461752,2.040389,2022/08/01 05:45:13+00,1048
256,08200,SANT BOI DE LLOBREGAT,0290,C BONAVENTURA ARIBAU,32, ,0, ,32,419859.9645,4576832.7908,41.33899941,2.0421852,2022/08/01 05:45:13+00,1870
257,08200,SANT BOI DE LLOBREGAT,0700,C EUSEBI GÜELL,117,B,0, ,117B,418437.8854,4577662.8643,41.34633269,2.02507968,2022/08/01 05:45:13+00,1616
258,08200,SANT BOI DE LLOBREGAT,1430,C EUCALIPTUS,67, ,0, ,67,417714.7591,4578395.7235,41.35285955,2.01633794,2022/08/01 05:45:13+00,24
259,08200,SANT BOI DE LLOBREGAT,0070,C AMADEU VIVES,26, ,32, ,26-32,419527.8739,4577207.5331,41.3423414,2.038167,2022/08/01 05:45:13+00,1973
260,08200,SANT BOI DE LLOBREGAT,2160,C PROVIDÈNCIA,55, ,0, ,55,418804.4005,4578082.7475,41.35015135,2.0294039,2022/08/01 05:45:13+00,998
261,08200,SANT BOI DE LLOBREGAT,1240,C MIQUEL,16, ,0, ,16,418950.4857,4577572.1529,41.34556744,2.03121811,2022/08/01 05:45:13+00,284
262,08200,SANT BOI DE LLOBREGAT,3610,C CANONS,12, ,0, ,12,418605.1129,4577236.7349,41.34251171,2.02713542,2022/08/01 05:45:13+00,1613
263,08200,SANT BOI DE LLOBREGAT,3610,C CANONS,24, ,0, ,24,418474.9572,4577080.0224,41.34108714,2.025601,2022/08/01 05:45:13+00,1018
264,08200,SANT BOI DE LLOBREGAT,3610,C CANONS,57, ,59, ,57-59,418432.3932,4576930.789,41.33973878,2.02511239,2022/08/01 05:45:13+00,1079
265,08200,SANT BOI DE LLOBREGAT,2250,C RIERA GASULLA,26, ,0, ,26,418793.4794,4578095.8216,41.350268,2.02927162,2022/08/01 05:45:13+00,1565
266,08200,SANT BOI DE LLOBREGAT,1130,C MAJOR,7, ,0, ,7,419924.3421,4577711.1054,41.3469163,2.04283868,2022/08/01 05:45:13+00,104
267,08200,SANT BOI DE LLOBREGAT,3270,C CAN PAULET,8, ,0, ,8,418002.4029,4577531.864,41.34510864,2.01989273,2022/08/01 05:45:13+00,1862
268,08200,SANT BOI DE LLOBREGAT,0330,C CAMÍ VELL DE LA COLÒNIA,6, ,0, ,6,418894.9337,4578674.434,41.35548943,2.03040689,2022/08/01 05:45:13+00,187
269,08200,SANT BOI DE LLOBREGAT,2340,C JOAQUIM RUBIÓ I ORS,80, ,0, ,80,418730.9509,4578371.1886,41.35274176,2.0284874,2022/08/01 05:45:13+00,557
270,08200,SANT BOI DE LLOBREGAT,1130,C MAJOR,22, ,0, ,22,419880.0065,4577700.7128,41.34681829,2.04231017,2022/08/01 05:45:13+00,68
271,08200,SANT BOI DE LLOBREGAT,1315,C NAVARRA,12, ,0, ,12,419946.7529,4575719.8779,41.32898464,2.043369,2022/08/01 05:45:13+00,981
272,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,103, ,0, ,103,418440.639,4577754.3426,41.34715686,2.0251003,2022/08/01 05:45:13+00,1601
273,08200,SANT BOI DE LLOBREGAT,0690,C ENRIC PRAT DE LA RIBA,14, ,0, ,14,418816.2977,4575684.4895,41.32855285,2.02986671,2022/08/01 05:45:13+00,144
274,08200,SANT BOI DE LLOBREGAT,2500,C TRES D'ABRIL,36, ,0, ,36,419918.8231,4577030.7996,41.34078862,2.04286245,2022/08/01 05:45:14+00,843
275,08200,SANT BOI DE LLOBREGAT,2170,RB RAFAEL CASANOVA,1, ,0, ,1,419875.3557,4577742.9299,41.34719805,2.04224902,2022/08/01 05:45:14+00,1160
276,08200,SANT BOI DE LLOBREGAT,2240,C MOSSÈN ANTONI SOLANAS,51, ,0, ,51,420009.0724,4576677.9092,41.33761929,2.04398746,2022/08/01 05:45:14+00,1198
277,08200,SANT BOI DE LLOBREGAT,3740,C FRANCOLÍ,5, ,0, ,5,418734.8918,4576893.7334,41.3394356,2.02873228,2022/08/01 05:45:14+00,846
278,08200,SANT BOI DE LLOBREGAT,4020,C JOSEP ROMEU I TORELLÓ,3, ,0, ,3,418791.4341,4578355.7988,41.35260925,2.02921239,2022/08/01 05:45:14+00,1414
279,08200,SANT BOI DE LLOBREGAT,2480,C TORRE FIGUERES,38, ,0, ,38,419564.6514,4577217.5712,41.34243548,2.03860519,2022/08/01 05:45:14+00,394
280,08200,SANT BOI DE LLOBREGAT,2240,C MOSSÈN ANTONI SOLANAS,94, ,0, ,94,419827.4393,4576551.3306,41.33646122,2.04183367,2022/08/01 05:45:14+00,223
281,08200,SANT BOI DE LLOBREGAT,1240,C MIQUEL,18, ,0, ,18,418946.513,4577569.832,41.34554614,2.03117094,2022/08/01 05:45:14+00,284
282,08200,SANT BOI DE LLOBREGAT,1450,C LLORERS,10, ,0, ,10,418300.5805,4578443.9068,41.35335314,2.02333355,2022/08/01 05:45:14+00,1907
283,08200,SANT BOI DE LLOBREGAT,0440,CR BORI,18, ,0, ,18,418954.4929,4577671.3359,41.34646113,2.03125276,2022/08/01 05:45:14+00,1339
284,08200,SANT BOI DE LLOBREGAT,0990,C PAU,23, ,0, ,23,420031.9847,4577672.23,41.34657686,2.04413031,2022/08/01 05:45:14+00,1958
285,08200,SANT BOI DE LLOBREGAT,1170,DS MARINA,20, ,0, ,20,421583.2784,4575635.2758,41.32838354,2.06293376,2022/08/01 05:45:14+00,0
286,08200,SANT BOI DE LLOBREGAT,0800,C HOSPITAL,18, ,0, ,18,420240.1517,4577748.9863,41.3472888,2.04660814,2022/08/01 05:45:14+00,1865
287,08200,SANT BOI DE LLOBREGAT,1555,C TARONGERS,11, ,0, ,11,418204.0229,4578434.8667,41.35326192,2.02218065,2022/08/01 05:45:14+00,1705
288,08200,SANT BOI DE LLOBREGAT,2580,C VICTÒRIA,37, ,39, ,37-39,419038.9369,4578033.6846,41.34973308,2.03221366,2022/08/01 05:45:14+00,1457
289,08200,SANT BOI DE LLOBREGAT,2390,C JOAN SALVAT I PAPASSEIT,31, ,0, ,31,419768.754,4577302.6244,41.34322186,2.04103314,2022/08/01 05:45:14+00,1936
290,08200,SANT BOI DE LLOBREGAT,2410,C SANT PERE,11,A,0, ,11A,420139.7287,4577593.6643,41.34587995,2.04542835,2022/08/01 05:45:14+00,510
291,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,136, ,0, ,136,418881.3973,4576706.7757,41.33776655,2.03050802,2022/08/01 05:45:14+00,1292
292,08200,SANT BOI DE LLOBREGAT,0100,C ANTONI GAUDÍ,59, ,0, ,59,418862.5975,4577915.2428,41.3486486,2.03012187,2022/08/01 05:45:14+00,1868
293,08200,SANT BOI DE LLOBREGAT,1810,C PABLO PICASSO,57, ,0, ,57,418793.6568,4578389.6497,41.35291435,2.02923443,2022/08/01 05:45:14+00,325
294,08200,SANT BOI DE LLOBREGAT,0100,C ANTONI GAUDÍ,72, ,0, ,72,418720.6187,4577904.0681,41.34853364,2.02842645,2022/08/01 05:45:14+00,1983
295,08200,SANT BOI DE LLOBREGAT,0320,C CAMÍ DEL LLOR,13, ,15, ,13-15,418481.1451,4578573.7323,41.3545407,2.02547435,2022/08/01 05:45:14+00,231
296,08200,SANT BOI DE LLOBREGAT,3270,C CAN PAULET,23, ,25, ,23-25,417962.1762,4577476.2402,41.34460358,2.01941949,2022/08/01 05:45:14+00,1862
297,08200,SANT BOI DE LLOBREGAT,1810,C PABLO PICASSO,31, ,0, ,31,419086.0315,4578272.3546,41.35188737,2.03274472,2022/08/01 05:45:14+00,225
298,08200,SANT BOI DE LLOBREGAT,0830,C JAUME BALMES,69, ,0, ,69,420041.777,4576546.235,41.33643662,2.04439561,2022/08/01 05:45:14+00,1942
299,08200,SANT BOI DE LLOBREGAT,3350,CM ANETO,5, ,0, ,5,417821.2556,4577012.4485,41.34041213,2.01779811,2022/08/01 05:45:14+00,1606
300,08200,SANT BOI DE LLOBREGAT,1710,PG ATENEU FAMILIAR,8, ,0, ,8,419957.8003,4577674.0306,41.34658571,2.04324345,2022/08/01 05:45:14+00,1568
301,08200,SANT BOI DE LLOBREGAT,0750,C FRANCESC MACIÀ,57, ,0, ,57,419831.9595,4577097.8723,41.34138407,2.04181554,2022/08/01 05:45:14+00,64
302,08200,SANT BOI DE LLOBREGAT,0090,C ANSELM CLAVÉ,30, ,0, ,30,419467.3227,4577510.1345,41.34506071,2.03740323,2022/08/01 05:45:14+00,1312
303,08200,SANT BOI DE LLOBREGAT,1540,C LILÀS,18, ,0, ,18,418014.6946,4578189.7409,41.35103498,2.01995078,2022/08/01 05:45:14+00,1353
304,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,93, ,0, ,93,419342.0101,4577724.4798,41.34697866,2.03587711,2022/08/01 05:45:14+00,1143
305,08200,SANT BOI DE LLOBREGAT,2250,C RIERA GASULLA,11, ,0, ,11,419009.8001,4578117.9129,41.35048874,2.03185418,2022/08/01 05:45:14+00,135
306,08200,SANT BOI DE LLOBREGAT,2300,AV MARINA,54,E,0, ,54E,419776.0037,4575407.8091,41.32615702,2.04137003,2022/08/01 05:45:14+00,2091
307,08200,SANT BOI DE LLOBREGAT,1170,DS MARINA,44, ,0, ,44,420967.2647,4573884.2492,41.31255273,2.05580112,2022/08/01 05:45:14+00,0
308,08200,SANT BOI DE LLOBREGAT,1100,C LLUÍS CASTELLS,27, ,0, ,27,419488.5915,4577652.9307,41.34634892,2.03763848,2022/08/01 05:45:14+00,1729
309,08200,SANT BOI DE LLOBREGAT,2570,C VÍCTOR BALAGUER,41, ,0, ,41,419486.764,4577570.769,41.34560875,2.03762754,2022/08/01 05:45:14+00,1114
310,08200,SANT BOI DE LLOBREGAT,0790,C GIRONA,21,A,0, ,21A,419028.6137,4578154.0949,41.3508165,2.03207421,2022/08/01 05:45:14+00,1329
