OBJECTID,CODI_ENS,NOM_ENS,CODICARRER,CARRER,NUMINICIAL,SUFIXINICIAL,NUMFINAL,SUFIXFINAL,NUMERO,X,Y,LAT,LON,EXTRACCIO,CODITRAM
9717,08200,SANT BOI DE LLOBREGAT,0765,C FREDERIC MOMPOU,59, ,0, ,59,418532.6485,4578596.0655,41.35474705,2.02608697,2022/08/01 05:45:56+00,954
9718,08200,SANT BOI DE LLOBREGAT,3310,C TURÓ DE L'HOME,5, ,0, ,5,417787.4307,4577256.4691,41.34260643,2.01736085,2022/08/01 05:45:56+00,1275
9719,08200,SANT BOI DE LLOBREGAT,6210,C LLANÇADORES,2, ,0, ,2,420127.7768,4575528.925,41.32728278,2.04555704,2022/08/01 05:45:56+00,122
9720,08200,SANT BOI DE LLOBREGAT,0280,C BLAI NET,25, ,0, ,25,419852.4167,4576644.3898,41.33730184,2.04211986,2022/08/01 05:45:56+00,1283
9721,08200,SANT BOI DE LLOBREGAT,0960,C JOVENTUT,8, ,0, ,8,419525.2739,4576368.2411,41.33478212,2.03824715,2022/08/01 05:45:56+00,1265
9722,08200,SANT BOI DE LLOBREGAT,0130,AV ARAGÓ,43, ,0, ,43,419127.2088,4576282.115,41.33396658,2.03350199,2022/08/01 05:45:56+00,2070
9723,08200,SANT BOI DE LLOBREGAT,0460,CR SANTA CREU DE CALAFELL,106, ,0, ,106,418939.3277,4575231.7715,41.32448786,2.03139709,2022/08/01 05:45:56+00,1810
9724,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,79, ,81, ,79-81,418656.773,4578047.8542,41.34982219,2.02764411,2022/08/01 05:45:56+00,371
9725,08200,SANT BOI DE LLOBREGAT,0250,C BARCELONA,36, ,0, ,36,419611.0336,4576111.9199,41.33248213,2.03930584,2022/08/01 05:45:56+00,419
9726,08200,SANT BOI DE LLOBREGAT,0490,C CASTELL,1,B,0, ,1B,420071.0071,4577565.2041,41.34561681,2.04461078,2022/08/01 05:45:56+00,756
9727,08200,SANT BOI DE LLOBREGAT,0090,C ANSELM CLAVÉ,44, ,0, ,44,419426.3538,4577504.3883,41.34500486,2.03691436,2022/08/01 05:45:56+00,1312
9728,08200,SANT BOI DE LLOBREGAT,0390,C URGELL,5, ,0, ,5,418737.2158,4578151.6976,41.35076557,2.02859167,2022/08/01 05:45:56+00,1227
9729,08200,SANT BOI DE LLOBREGAT,2170,RB RAFAEL CASANOVA,39, ,0, ,39,419714.1486,4577854.3734,41.34818571,2.04030759,2022/08/01 05:45:56+00,920
9730,08200,SANT BOI DE LLOBREGAT,2150,C PRIMER DE MAIG,27, ,29, ,27-29,419200.0302,4578681.628,41.35558489,2.0340528,2022/08/01 05:45:56+00,1033
9731,08200,SANT BOI DE LLOBREGAT,0460,CR SANTA CREU DE CALAFELL,49,A,0, ,49A,419740.2144,4575933.3648,41.33088686,2.04087301,2022/08/01 05:45:56+00,61
9732,08200,SANT BOI DE LLOBREGAT,3645,C DARÓ,7, ,0, ,7,418363.3932,4577150.2366,41.34170822,2.02425832,2022/08/01 05:45:56+00,2068
9733,08200,SANT BOI DE LLOBREGAT,3910,AV CAN CARRERES,35, ,0, ,35,418357.1464,4577946.3019,41.34887726,2.02407661,2022/08/01 05:45:56+00,1803
9734,08200,SANT BOI DE LLOBREGAT,2590,C VILADECANS,2, ,8, ,2-8,419805.1772,4576158.3722,41.33291984,2.04161953,2022/08/01 05:45:56+00,1360
9735,08200,SANT BOI DE LLOBREGAT,0830,C JAUME BALMES,13, ,0, ,13,419836.0711,4576732.8085,41.33809655,2.04191286,2022/08/01 05:45:56+00,627
9736,08200,SANT BOI DE LLOBREGAT,1870,PL AGRICULTURA,2, ,0, ,2,419354.6042,4576739.7766,41.33811126,2.03615842,2022/08/01 05:45:56+00,1379
9737,08200,SANT BOI DE LLOBREGAT,2220,C BENVIURE,16,C,0, ,16C,418593.6011,4577511.4215,41.34498449,2.02696101,2022/08/01 05:45:56+00,1916
9738,08200,SANT BOI DE LLOBREGAT,0830,C JAUME BALMES,32, ,0, ,32,419913.325,4576640.8195,41.33727574,2.04284818,2022/08/01 05:45:56+00,861
9739,08200,SANT BOI DE LLOBREGAT,0500,. CIUTAT COOPERATIVA,63, ,0, ,63,418910.25,4578902.7112,41.35754693,2.03055946,2022/08/01 05:45:56+00,742
9740,08200,SANT BOI DE LLOBREGAT,2210,C RAURICH,34, ,0, ,34,419105.2198,4577616.9986,41.34598689,2.03306141,2022/08/01 05:45:56+00,2064
9741,08200,SANT BOI DE LLOBREGAT,1000,C PLANA,36, ,0, ,36,419595.3545,4577421.9231,41.34427903,2.03894505,2022/08/01 05:45:56+00,1711
9742,08200,SANT BOI DE LLOBREGAT,3360,C MONTSENY,35, ,0, ,35,418099.1312,4577436.6922,41.34426133,2.02106159,2022/08/01 05:45:56+00,1990
9743,08200,SANT BOI DE LLOBREGAT,3350,CM ANETO,4, ,0, ,4,417749.6695,4577067.8075,41.34090341,2.01693513,2022/08/01 05:45:56+00,1606
9744,08200,SANT BOI DE LLOBREGAT,1090,C LLIBERTAT,15, ,0, ,15,418945.0276,4577832.0349,41.3479075,2.03111818,2022/08/01 05:45:56+00,1587
9745,08200,SANT BOI DE LLOBREGAT,4030,PL TERESA VALLS I DIVÍ,11, ,0, ,11,418855.256,4578217.0666,41.35136621,2.02999378,2022/08/01 05:45:56+00,319
9746,08200,SANT BOI DE LLOBREGAT,1290,C MONTMANY,49, ,51, ,49-51,419106.3302,4577982.3334,41.34927736,2.033026,2022/08/01 05:45:56+00,170
9747,08200,SANT BOI DE LLOBREGAT,2270,C RIERA DEL FONOLLAR,11,A,0, ,11A,419242.3049,4575946.9732,41.33095969,2.03492185,2022/08/01 05:45:56+00,835
9748,08200,SANT BOI DE LLOBREGAT,1130,C MAJOR,17, ,0, ,17,419899.1431,4577700.7588,41.34682061,2.04253888,2022/08/01 05:45:56+00,104
9749,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,73, ,0, ,73,419670.5028,4577131.9871,41.34167524,2.03988152,2022/08/01 05:45:56+00,1929
9750,08200,SANT BOI DE LLOBREGAT,0660,C ENRIC GRANADOS,20, ,22, ,20-22,420105.3669,4576650.0014,41.3373775,2.04514184,2022/08/01 05:45:56+00,1161
9751,08200,SANT BOI DE LLOBREGAT,2435,C SERRALADA DEL CADÍ,12, ,0, ,12,417957.9891,4577238.416,41.34246122,2.01940159,2022/08/01 05:45:56+00,1768
9752,08200,SANT BOI DE LLOBREGAT,2510,C VALÈNCIA,12,C,0, ,12C,420644.1161,4576609.157,41.33706287,2.05158518,2022/08/01 05:45:56+00,1397
9753,08200,SANT BOI DE LLOBREGAT,3900,CM TABARCA,5, ,0, ,5,418200.3872,4576402.7367,41.33495941,2.02241098,2022/08/01 05:45:56+00,1062
9754,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,78, ,82, ,78-82,419652.8405,4577135.5376,41.34170545,2.03966997,2022/08/01 05:45:56+00,1929
9755,08200,SANT BOI DE LLOBREGAT,1540,C LILÀS,7, ,0, ,7,418063.9497,4578310.5051,41.35212764,2.02052319,2022/08/01 05:45:56+00,765
9756,08200,SANT BOI DE LLOBREGAT,0700,C EUSEBI GÜELL,78, ,0, ,78,419006.7705,4577776.7453,41.34741575,2.03186349,2022/08/01 05:45:56+00,1656
9757,08200,SANT BOI DE LLOBREGAT,2462,C TIL.LERS,2, ,0, ,2,418257.63,4578469.9891,41.35358369,2.02281667,2022/08/01 05:45:56+00,1346
9758,08200,SANT BOI DE LLOBREGAT,3730,C BESÒS,1, ,0, ,1,418807.2652,4576843.0213,41.33898616,2.02960393,2022/08/01 05:45:56+00,2022
9759,08200,SANT BOI DE LLOBREGAT,2500,C TRES D'ABRIL,11, ,0, ,11,420119.6675,4577167.737,41.34204187,2.04524463,2022/08/01 05:45:56+00,1077
9760,08200,SANT BOI DE LLOBREGAT,0190,C SANT PERE MÉS BAIX,8, ,0, ,8,420186.1565,4577624.2104,41.34615967,2.04597921,2022/08/01 05:45:56+00,157
9761,08200,SANT BOI DE LLOBREGAT,1520,C SALZES,42, ,0, ,42,418110.0829,4577940.5029,41.34879995,2.02112451,2022/08/01 05:45:56+00,1315
9762,08200,SANT BOI DE LLOBREGAT,0120,C JOAQUIM AUGER,57, ,0, ,57,418989.6097,4578058.9329,41.34995552,2.03162073,2022/08/01 05:45:56+00,1576
9763,08200,SANT BOI DE LLOBREGAT,2570,C VÍCTOR BALAGUER,38, ,0, ,38,419360.5581,4577570.2847,41.34559177,2.03611927,2022/08/01 05:45:56+00,887
9764,08200,SANT BOI DE LLOBREGAT,2160,C PROVIDÈNCIA,4, ,0, ,4,418866.8499,4577801.8951,41.34762817,2.03018785,2022/08/01 05:45:56+00,1649
9765,08200,SANT BOI DE LLOBREGAT,2170,RB RAFAEL CASANOVA,33, ,35, ,33-35,419751.0002,4577832.5529,41.34799286,2.04075091,2022/08/01 05:45:56+00,2034
9766,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,6, ,0, ,6,419728.6335,4577821.2466,41.3478888,2.04048509,2022/08/01 05:45:56+00,1851
9767,08200,SANT BOI DE LLOBREGAT,1346,C OSCA,2, ,0, ,2,420335.0988,4576801.3452,41.33876331,2.04786726,2022/08/01 05:45:56+00,1472
9768,08200,SANT BOI DE LLOBREGAT,1500,C GINESTA,14, ,0, ,14,418165.8297,4578137.6389,41.3505811,2.02176421,2022/08/01 05:45:56+00,534
9769,08200,SANT BOI DE LLOBREGAT,0065,C ALZINES,34, ,0, ,34,418066.872,4577907.5848,41.34849909,2.02061251,2022/08/01 05:45:56+00,167
9770,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,17, ,0, ,17,419452.1572,4577404.2131,41.34410522,2.03723604,2022/08/01 05:45:56+00,794
9771,08200,SANT BOI DE LLOBREGAT,1150,C MALLORCA,52, ,0, ,52,419718.5964,4576982.4648,41.34033337,2.04047604,2022/08/01 05:45:56+00,802
9772,08200,SANT BOI DE LLOBREGAT,3300,C ORDAL,11, ,0, ,11,417726.6869,4577279.7436,41.34280984,2.01663176,2022/08/01 05:45:56+00,1451
9773,08200,SANT BOI DE LLOBREGAT,3850,C ORIOLES,11, ,0, ,11,418373.546,4576694.2358,41.33760232,2.02444094,2022/08/01 05:45:56+00,1691
9774,08200,SANT BOI DE LLOBREGAT,1900,PL GENERALITAT,30,A,0, ,30A,418962.7316,4577843.4733,41.3480123,2.03132824,2022/08/01 05:45:56+00,1856
9775,08200,SANT BOI DE LLOBREGAT,6280,C BALDIRI NET I FIGUERES,1, ,0, ,1,420054.6839,4576367.2998,41.33482633,2.0445734,2022/08/01 05:45:56+00,0
9776,08200,SANT BOI DE LLOBREGAT,2590,C VILADECANS,25, ,0, ,25,419714.6213,4576048.248,41.331919,2.04055202,2022/08/01 05:45:56+00,42
9777,08200,SANT BOI DE LLOBREGAT,1580,C POLLANCRES,43, ,0, ,43,418048.5783,4578459.5124,41.35346809,2.02031934,2022/08/01 05:45:56+00,302
9778,08200,SANT BOI DE LLOBREGAT,0020,AV TORRE DE LA VILA,55, ,0, ,55,418910.5998,4575948.5119,41.33094024,2.03095821,2022/08/01 05:45:56+00,1654
9779,08200,SANT BOI DE LLOBREGAT,0830,C JAUME BALMES,46, ,0, ,46,419964.0663,4576594.7436,41.3368658,2.0434606,2022/08/01 05:45:56+00,312
9780,08200,SANT BOI DE LLOBREGAT,1810,C PABLO PICASSO,33, ,0, ,33,419042.35,4578290.7393,41.35204856,2.03222017,2022/08/01 05:45:56+00,1749
9781,08200,SANT BOI DE LLOBREGAT,2350,C RUTLLA,15, ,0, ,15,419734.1558,4577626.4693,41.3461351,2.04057684,2022/08/01 05:45:56+00,1846
9782,08200,SANT BOI DE LLOBREGAT,3330,C ENCANTATS,11, ,0, ,11,417736.0999,4577213.356,41.34221289,2.01675325,2022/08/01 05:45:56+00,2009
9783,08200,SANT BOI DE LLOBREGAT,1290,C MONTMANY,10, ,0, ,10,419155.6976,4577763.6196,41.34731249,2.03364517,2022/08/01 05:45:56+00,1158
9784,08200,SANT BOI DE LLOBREGAT,1520,C SALZES,46, ,0, ,46,418113.1224,4577926.1663,41.34867114,2.02116278,2022/08/01 05:45:56+00,1315
9785,08200,SANT BOI DE LLOBREGAT,1400,C FREIXES,2, ,0, ,2,418513.0359,4578170.7296,41.35091433,2.02590966,2022/08/01 05:45:56+00,511
9786,08200,SANT BOI DE LLOBREGAT,0065,C ALZINES,21, ,0, ,21,418077.7347,4577910.152,41.34852331,2.02074199,2022/08/01 05:45:56+00,167
9787,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,46, ,0, ,46,419487.4018,4577759.0556,41.34730461,2.03761019,2022/08/01 05:45:56+00,268
9788,08200,SANT BOI DE LLOBREGAT,1440,PS MIMOSES,15, ,0, ,15,418331.1602,4578111.7126,41.35036438,2.02374377,2022/08/01 05:45:56+00,760
9789,08200,SANT BOI DE LLOBREGAT,0120,C JOAQUIM AUGER,39, ,0, ,39,418998.5393,4577989.8275,41.34933402,2.03173668,2022/08/01 05:45:56+00,1176
9790,08200,SANT BOI DE LLOBREGAT,6320,PL MANUEL VÁZQUEZ MONTALBÁN,7,,0, ,7,419629.7693,4576177.9321,41.33307854,2.03952098,2022/08/01 05:45:56+00,1715
9791,08200,SANT BOI DE LLOBREGAT,0065,C ALZINES,20, ,0, ,20,418046.5793,4577957.9164,41.34895033,2.02036318,2022/08/01 05:45:56+00,167
9792,08200,SANT BOI DE LLOBREGAT,2330,C ANTONI RUBIÓ I LLUCH,18, ,0, ,18,418368.3709,4577873.1207,41.3482193,2.0242206,2022/08/01 05:45:56+00,233
9793,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,145,A,0, ,145A,418824.116,4577413.4272,41.34412517,2.02972905,2022/08/01 05:45:56+00,984
9794,08200,SANT BOI DE LLOBREGAT,5010,PL MERCÈ RODOREDA I GURGUI,11,I,0, ,11I,418408.0988,4577895.7354,41.348427,2.02469238,2022/08/01 05:45:56+00,1883
9795,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,134, ,0, ,134,419129.1651,4577714.0738,41.3468636,2.03333466,2022/08/01 05:45:56+00,640
9796,08200,SANT BOI DE LLOBREGAT,0160,AV ONZE DE SETEMBRE,62, ,72, ,62-72,419725.9804,4576652.6925,41.33736403,2.04060787,2022/08/01 05:45:56+00,1153
9797,08200,SANT BOI DE LLOBREGAT,1582,C PORTLLIGAT,12, ,0, ,12,418196.4684,4576793.5695,41.33847901,2.02231151,2022/08/01 05:45:56+00,2097
9798,08200,SANT BOI DE LLOBREGAT,0070,C AMADEU VIVES,49, ,0, ,49,419604.0434,4577126.0922,41.34161552,2.03908807,2022/08/01 05:45:56+00,701
9799,08200,SANT BOI DE LLOBREGAT,0220,C MOSSÈN PERE TARRÉS,22,D,0, ,22D,420124.1252,4577234.3235,41.34264202,2.04528914,2022/08/01 05:45:56+00,1175
9800,08200,SANT BOI DE LLOBREGAT,0660,C ENRIC GRANADOS,4, ,0, ,4,420201.489,4576728.9799,41.33809834,2.04628011,2022/08/01 05:45:56+00,767
9801,08200,SANT BOI DE LLOBREGAT,2310,RD SANT RAMON,183, ,0, ,183,419813.5754,4576304.3795,41.33423569,2.0417006,2022/08/01 05:45:56+00,717
9802,08200,SANT BOI DE LLOBREGAT,3790,C PIRINEUS,40, ,0, ,40,418166.6861,4577210.6534,41.3422324,2.02189941,2022/08/01 05:45:56+00,127
9803,08200,SANT BOI DE LLOBREGAT,1100,C LLUÍS CASTELLS,8, ,0, ,8,419583.8832,4577667.6607,41.3464911,2.03877541,2022/08/01 05:45:56+00,1507
9804,08200,SANT BOI DE LLOBREGAT,2270,C RIERA DEL FONOLLAR,17, ,0, ,17,419316.0669,4575919.0791,41.33071585,2.03580691,2022/08/01 05:45:56+00,1885
9805,08200,SANT BOI DE LLOBREGAT,2260,C RIERA BASTÉ,2, ,0, ,2,419445.206,4577821.8155,41.34786563,2.03709755,2022/08/01 05:45:56+00,1447
9806,08200,SANT BOI DE LLOBREGAT,0420,C NOU,47, ,49, ,47-49,419712.2091,4577720.6574,41.34698121,2.04030209,2022/08/01 05:45:56+00,1643
9807,08200,SANT BOI DE LLOBREGAT,3600,C TER,15, ,0, ,15,418450.8,4577218.2361,41.3423295,2.02529375,2022/08/01 05:45:56+00,377
9808,08200,SANT BOI DE LLOBREGAT,0780,C GENERAL O'DONNELL,44, ,46, ,44-46,419723.0028,4577700.5626,41.34680131,2.04043375,2022/08/01 05:45:56+00,1900
9809,08200,SANT BOI DE LLOBREGAT,0970,C ALOU,43, ,47, ,43-47,420094.1309,4577703.2879,41.34686275,2.04486896,2022/08/01 05:45:56+00,478
9810,08200,SANT BOI DE LLOBREGAT,1560,C CASTANYERS,2, ,0, ,2,418187.2776,4578433.24,41.35324557,2.02198071,2022/08/01 05:45:56+00,1823
9811,08200,SANT BOI DE LLOBREGAT,2470,C JOSEP TORRAS I BAGES,33, ,0, ,33,419839.2062,4577883.577,41.34846119,2.0417984,2022/08/01 05:45:56+00,178
9812,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,44, ,0, ,44,419277.7963,4576561.7288,41.3365,2.03526423,2022/08/01 05:45:56+00,1834
9813,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,74, ,0, ,74,417814.4523,4578173.1314,41.35086498,2.01755968,2022/08/01 05:45:56+00,1843
9814,08200,SANT BOI DE LLOBREGAT,1650,C PARE PERE PIERA I ESTADELLA,16, ,0, ,16,419562.9932,4577308.7389,41.34325641,2.0385733,2022/08/01 05:45:56+00,1502
9815,08200,SANT BOI DE LLOBREGAT,0070,C AMADEU VIVES,47,B,0, ,47B,419599.5197,4577131.7383,41.34166592,2.03903326,2022/08/01 05:45:56+00,701
9816,08200,SANT BOI DE LLOBREGAT,2450,C SOLER,19, ,0, ,19,419058.0043,4579298.7347,41.36112854,2.03227281,2022/08/01 05:45:56+00,1922
9817,08200,SANT BOI DE LLOBREGAT,6250,C FILATS,1, ,0, ,1,419853.3364,4575375.8649,41.32587701,2.0422982,2022/08/01 05:45:56+00,1098
9818,08200,SANT BOI DE LLOBREGAT,2050,PL EMILI SAGRERA,3, ,0, ,3,419015.4808,4578394.5476,41.3529808,2.03188516,2022/08/01 05:45:56+00,901
9819,08200,SANT BOI DE LLOBREGAT,1090,C LLIBERTAT,36, ,0, ,36,418922.0649,4578048.5169,41.34985491,2.03081482,2022/08/01 05:45:56+00,471
9820,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,174, ,0, ,174,419191.1723,4576704.2297,41.33777474,2.03421014,2022/08/01 05:45:56+00,486
9821,08200,SANT BOI DE LLOBREGAT,0810,C INDÚSTRIA,49, ,0, ,49,420139.0874,4576849.5154,41.33917775,2.04551856,2022/08/01 05:45:56+00,49
9822,08200,SANT BOI DE LLOBREGAT,1300,C MOSSÈN JACINT VERDAGUER,99, ,0, ,99,419736.8029,4577049.1368,41.34093566,2.0406848,2022/08/01 05:45:56+00,597
9823,08200,SANT BOI DE LLOBREGAT,3600,C TER,23, ,0, ,23,418424.139,4577162.5572,41.34182534,2.02498261,2022/08/01 05:45:56+00,377
9824,08200,SANT BOI DE LLOBREGAT,2260,C RIERA BASTÉ,43, ,45, ,43-45,419201.4762,4577526.6537,41.34518287,2.03422384,2022/08/01 05:45:56+00,1504
9825,08200,SANT BOI DE LLOBREGAT,3820,C FORMENTERA,7, ,9, ,7-9,418333.0869,4576666.3175,41.33734678,2.02396122,2022/08/01 05:45:56+00,2054
9826,08200,SANT BOI DE LLOBREGAT,6399,C AURORA BERTRANA,7,B,0, ,7B,418405.2196,4578544.0934,41.35426607,2.02457081,2022/08/01 05:45:57+00,556
9827,08200,SANT BOI DE LLOBREGAT,2580,C VICTÒRIA,90, ,0, ,90,418773.5322,4578001.0407,41.34941235,2.02904589,2022/08/01 05:45:57+00,286
9828,08200,SANT BOI DE LLOBREGAT,0840,C JAUME CANALIAS I AMAT,8, ,0, ,8,418916.3782,4577591.8943,41.34574181,2.03080784,2022/08/01 05:45:57+00,1814
9829,08200,SANT BOI DE LLOBREGAT,0300,C BONAVENTURA CALOPA,9, ,0, ,9,420246.2128,4577342.5517,41.34362887,2.04673398,2022/08/01 05:45:57+00,1518
9830,08200,SANT BOI DE LLOBREGAT,0460,CR SANTA CREU DE CALAFELL,8, ,0, ,8,420284.5924,4576906.5908,41.33970621,2.04724989,2022/08/01 05:45:57+00,442
9831,08200,SANT BOI DE LLOBREGAT,1260,C MOLÍ VELL,12, ,0, ,12,420089.1758,4577216.0168,41.34247368,2.04487388,2022/08/01 05:45:57+00,2080
9832,08200,SANT BOI DE LLOBREGAT,0420,C NOU,23,C,0, ,23C,419693.8164,4577788.086,41.34758667,2.04007335,2022/08/01 05:45:57+00,1364
9833,08200,SANT BOI DE LLOBREGAT,0100,C ANTONI GAUDÍ,6,B,0, ,6B,419273.0607,4577996.1054,41.34941812,2.03501693,2022/08/01 05:45:57+00,786
9834,08200,SANT BOI DE LLOBREGAT,1230,C MIGUEL DE CERVANTES,20, ,22, ,20-22,419604.1618,4577802.592,41.34770838,2.0389999,2022/08/01 05:45:57+00,372
9835,08200,SANT BOI DE LLOBREGAT,1910,PL MIRANDA,5, ,0, ,5,418107.2153,4578378.0514,41.35274038,2.0210312,2022/08/01 05:45:57+00,1783
9836,08200,SANT BOI DE LLOBREGAT,0590,C DOCTOR PERE NUBIOLA,12, ,0, ,12,419742.5655,4576161.6278,41.33294293,2.04087095,2022/08/01 05:45:57+00,1964
9837,08200,SANT BOI DE LLOBREGAT,1346,C OSCA,3,A,0, ,3A,420379.4858,4576799.2193,41.33874855,2.04839797,2022/08/01 05:45:57+00,1472
9838,08200,SANT BOI DE LLOBREGAT,0830,C JAUME BALMES,78, ,0, ,78,420104.2167,4576450.2139,41.335578,2.04515438,2022/08/01 05:45:57+00,873
9839,08200,SANT BOI DE LLOBREGAT,3350,CM ANETO,1, ,0, ,1,417749.6695,4577076.5619,41.34098226,2.01693395,2022/08/01 05:45:57+00,1606
9840,08200,SANT BOI DE LLOBREGAT,1060,C SALINES,36, ,0, ,36,420478.7975,4576037.739,41.33190011,2.04968445,2022/08/01 05:45:57+00,490
9841,08200,SANT BOI DE LLOBREGAT,1630,C SURERES,3, ,0, ,3,417509.9562,4578115.0613,41.35031085,2.01392816,2022/08/01 05:45:57+00,1661
9842,08200,SANT BOI DE LLOBREGAT,0860,C JAUME I,52, ,0, ,52,419708.3259,4577449.2487,41.3445364,2.04029158,2022/08/01 05:45:57+00,1316
9843,08200,SANT BOI DE LLOBREGAT,2530,C VENTURA GASSOL,5, ,7, ,5-7,418987.9575,4578809.9871,41.35671964,2.03150072,2022/08/01 05:45:57+00,1743
9844,08200,SANT BOI DE LLOBREGAT,2285,C ANDORRA,57, ,0, ,57,418973.1067,4575026.3045,41.32264072,2.03182805,2022/08/01 05:45:57+00,1817
9845,08200,SANT BOI DE LLOBREGAT,3650,C TORDERA,1, ,0, ,1,418542.4761,4577232.0272,41.34246298,2.02638749,2022/08/01 05:45:57+00,1172
9846,08200,SANT BOI DE LLOBREGAT,0932,C JORDI RUBIÓ I BALAGUER,9, ,0, ,9,418828.3644,4577617.8783,41.34596697,2.02975248,2022/08/01 05:45:57+00,1087
9847,08200,SANT BOI DE LLOBREGAT,1310,C MÚRCIA,37,A,0, ,37A,419721.2154,4575541.178,41.32735275,2.04069781,2022/08/01 05:45:57+00,1097
9848,08200,SANT BOI DE LLOBREGAT,0820,C ISAAC ALBÉNIZ,37, ,0, ,37,419852.2718,4576579.6988,41.33671919,2.04212667,2022/08/01 05:45:57+00,1515
9849,08200,SANT BOI DE LLOBREGAT,3380,C MONTSEC,8, ,10, ,8-10,418052.1908,4577314.5099,41.34315614,2.0205171,2022/08/01 05:45:57+00,435
9850,08200,SANT BOI DE LLOBREGAT,3790,C PIRINEUS,30, ,0, ,30,418032.1825,4577244.5316,41.34252385,2.02028743,2022/08/01 05:45:57+00,414
9851,08200,SANT BOI DE LLOBREGAT,1800,C FRANCESC PI I MARGALL,131, ,0, ,131,419115.9966,4577702.5441,41.34675843,2.03317881,2022/08/01 05:45:57+00,640
9852,08200,SANT BOI DE LLOBREGAT,2500,C TRES D'ABRIL,41, ,43, ,41-43,419784.0534,4576893.0966,41.339535,2.04127008,2022/08/01 05:45:57+00,44
9853,08200,SANT BOI DE LLOBREGAT,3610,C CANONS,14, ,0, ,14,418584.8002,4577215.7351,41.34232053,2.02689548,2022/08/01 05:45:57+00,1018
9854,08200,SANT BOI DE LLOBREGAT,1820,C MARIÀ FORTUNY,55,F,0, ,55F,419707.574,4577167.522,41.34199898,2.04031985,2022/08/01 05:45:57+00,121
9855,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,108, ,0, ,108,418866.9516,4576506.7318,41.33596341,2.03036212,2022/08/01 05:45:57+00,651
9856,08200,SANT BOI DE LLOBREGAT,3610,C CANONS,37, ,0, ,37,418477.8686,4577055.6506,41.34086793,2.02563907,2022/08/01 05:45:57+00,912
9857,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,181, ,0, ,181,419098.704,4576779.2305,41.33844095,2.03309516,2022/08/01 05:45:57+00,1345
9858,08200,SANT BOI DE LLOBREGAT,0750,C FRANCESC MACIÀ,102, ,0, ,102,420066.0788,4576785.3809,41.33859289,2.04465454,2022/08/01 05:45:57+00,1747
9859,08200,SANT BOI DE LLOBREGAT,1240,C MIQUEL,26, ,28, ,26-28,418905.8541,4577547.1755,41.34533799,2.03068804,2022/08/01 05:45:57+00,1686
9860,08200,SANT BOI DE LLOBREGAT,2570,C VÍCTOR BALAGUER,21, ,0, ,21,419580.9208,4577557.464,41.34549833,2.0387546,2022/08/01 05:45:57+00,986
9861,08200,SANT BOI DE LLOBREGAT,0960,C JOVENTUT,32, ,0, ,32,419220.2303,4576075.585,41.33211581,2.03464098,2022/08/01 05:45:57+00,1380
9862,08200,SANT BOI DE LLOBREGAT,2410,C SANT PERE,15, ,0, ,15,420138.0213,4577373.9325,41.34390078,2.04543685,2022/08/01 05:45:57+00,1298
9863,08200,SANT BOI DE LLOBREGAT,3630,PL FLUVIÀ,1, ,0, ,1,418534.1444,4577276.7355,41.3428648,2.02628192,2022/08/01 05:45:57+00,1181
9864,08200,SANT BOI DE LLOBREGAT,1633,CM PARC MARIANAO N. 47,5, ,0, ,5,417930.0579,4578536.3053,41.35414764,2.01889231,2022/08/01 05:45:57+00,1831
9865,08200,SANT BOI DE LLOBREGAT,2180,C RAMON ESTRUCH,17, ,0, ,17,418878.5269,4577443.6183,41.34440257,2.03037528,2022/08/01 05:45:57+00,1553
9866,08200,SANT BOI DE LLOBREGAT,0310,C BONAVISTA,33, ,0, ,33,419435.9913,4577283.9355,41.34302033,2.0370588,2022/08/01 05:45:57+00,391
9867,08200,SANT BOI DE LLOBREGAT,3610,C CANONS,2, ,0, ,2,418735.3378,4577340.2807,41.34345743,2.02867785,2022/08/01 05:45:57+00,1888
9868,08200,SANT BOI DE LLOBREGAT,1010,C RAPA,30, ,0, ,30,419837.8627,4577548.4629,41.34544287,2.04182659,2022/08/01 05:45:57+00,2074
9869,08200,SANT BOI DE LLOBREGAT,0780,C GENERAL O'DONNELL,27, ,0, ,27,419823.7413,4577718.6887,41.34697459,2.04163534,2022/08/01 05:45:57+00,482
9870,08200,SANT BOI DE LLOBREGAT,0860,C JAUME I,65, ,0, ,65,419703.1284,4577387.9849,41.34398412,2.04023756,2022/08/01 05:45:57+00,193
